epoch,acc,loss,val_acc,val_loss
54,0.9916259,0.025463110936031024,0.9531643,0.31308717446194756
55,0.9916476,0.026320340457777352,0.95590585,0.25263513655712205
56,0.9918771,0.024841275637876973,0.9591044,0.2480917893246644
57,0.99180996,0.025247599359125943,0.9531643,0.3267758956385983
58,0.9919732,0.02478796328120322,0.9629884,0.25178386452090407
59,0.99208057,0.024173578181729556,0.9522504,0.29176290188398624
60,0.992165,0.024084046833547507,0.9607037,0.2781501021236181
61,0.99222994,0.02408677186428249,0.9561343,0.24524599882877535
62,0.9925439,0.022762027262647044,0.94288325,0.3138105662332641
63,0.9924876,0.023060618681528828,0.9554489,0.2838823941225807
64,0.9924984,0.022803055807057177,0.95042264,0.3148538934894734
65,0.9928448,0.021643682278699703,0.9604752,0.29806018165416187
66,0.9927041,0.022052004242623942,0.95773363,0.370065420659052
67,0.9930202,0.02167554839024898,0.95819056,0.3308572040663825
68,0.99300283,0.021133593424769368,0.95956135,0.2977986241587334
69,0.99299634,0.021302652991008728,0.95407814,0.33253017957839703
70,0.9930332,0.021223148037343036,0.9591044,0.3036338373397787
71,0.99328643,0.020640237859863932,0.94836646,0.37381150149222875
72,0.9931847,0.02073315677076549,0.9460818,0.3782822962449346
73,0.99333405,0.020535882255285583,0.9513365,0.3555111296138623
74,0.9935679,0.019872164643569182,0.95202196,0.3511672525977095
75,0.99340767,0.020379678306290103,0.9467672,0.35335418706138927
76,0.9936242,0.019295547204595257,0.9611606,0.32845388171780443
77,0.99352026,0.0194177181792882,0.9508796,0.3504515037768417
78,0.99355274,0.019437634353055278,0.95270735,0.3754627774986956
79,0.99355924,0.018890483183577608,0.95476353,0.314896500987945
80,0.99363935,0.019092815928047478,0.9554489,0.3199995476235118
81,0.9938948,0.018374672377709633,0.96207446,0.26633419630686855
82,0.9940442,0.018057351826707126,0.954992,0.34918966837641263
83,0.99384284,0.018567354712863055,0.9597898,0.32184309138877626
84,0.9938862,0.018565930118404562,0.9572767,0.2985787531360984
85,0.994094,0.017577556861943917,0.9513365,0.31498340517282486
86,0.9938883,0.01807981933066001,0.95773363,0.33550344221293926
87,0.99410695,0.01765960260418768,0.9579621,0.3264063290177243
88,0.99411994,0.01785355272662539,0.95042264,0.3869353172679742
89,0.99416757,0.017338532815490564,0.9563628,0.35981372236791587
90,0.99420655,0.017144630139716902,0.9604752,0.26136236710266936
91,0.99412864,0.017729960722075264,0.95887595,0.3211624168842617
92,0.99421525,0.017109856382978947,0.961846,0.29249763246884364
93,0.9943689,0.016827974339897658,0.95042264,0.352164132727517
94,0.9942845,0.017053951755046835,0.9597898,0.35187525302171707
95,0.9944447,0.016675186700581875,0.9586475,0.3214769396258311
96,0.9942629,0.017135699084001723,0.95476353,0.3483318630605936
97,0.99460924,0.015860235104034056,0.9467672,0.3370032004184193
98,0.9943689,0.01676216982784198,0.958419,0.3559703227753441
99,0.99457246,0.016400372593367914,0.95270735,0.41226809594728464
100,0.99458545,0.016508661917760126,0.9531643,0.394731637607846
101,0.99450535,0.01621098080334233,0.94836646,0.3536209176397986
102,0.9948539,0.015874747555873668,0.9563628,0.36877695768554175
103,0.9946287,0.01579423287512161,0.9563628,0.3206739183774011
104,0.9946612,0.01600274595370989,0.9538497,0.3435414033010602
105,0.99471533,0.015741424007169273,0.9659584,0.3281292804620332
106,0.99454427,0.0163274973919256,0.9538497,0.33393809486490983
107,0.994672,0.015986046651617646,0.9543066,0.340819656331506
108,0.9949123,0.015103594523429189,0.951565,0.3123271166243487
109,0.9946244,0.01615874046931014,0.9568197,0.3414935476353599
110,0.9949318,0.015289565878198259,0.9625314,0.3373512080353167
111,0.99502707,0.014697738499936455,0.9579621,0.3304753659500016
112,0.9948127,0.015613414032742896,0.96093214,0.3714192102229895
113,0.9948474,0.015078542256493698,0.9579621,0.3867533690192633
114,0.9947456,0.015331989565793012,0.95453507,0.3405188548689087
115,0.9950141,0.015035840157889191,0.95453507,0.41136161734660465
116,0.9951402,0.014444073219368699,0.9554489,0.4223712847257654
117,0.99509853,0.014816514123687506,0.9563628,0.42981780496322447
118,0.9951743,0.014147825815079477,0.9517935,0.3923370215213961
119,0.9950011,0.014442839879587646,0.95270735,0.5049243761847416
120,0.99518293,0.014440316857082348,0.95202196,0.3457917146281236
121,0.9951072,0.014179930213634602,0.951565,0.48821392888203263
122,0.9951007,0.014761134618948143,0.951565,0.39569699350007187
123,0.9952414,0.014030529960276263,0.95887595,0.392626440023984
124,0.99537563,0.013995069133452238,0.9586475,0.32494586505668444
125,0.99525654,0.013933655825834715,0.9591044,0.2839775796180927
126,0.9951938,0.013936613953099477,0.9522504,0.42142325681116843
127,0.99514616,0.01424688953709684,0.95819056,0.41317115537822247
128,0.9952804,0.014177935394938201,0.958419,0.3677048335990144
129,0.995315,0.01384616776077785,0.95522046,0.35873020709388787
130,0.9952739,0.013767369881586687,0.9531643,0.33103458397090435
131,0.9952479,0.013846395324771924,0.9556774,0.32668881490826607
132,0.9952349,0.014029540355458253,0.9463103,0.42425240327914554
133,0.9953215,0.013761295359601662,0.9570482,0.3588008950593778
134,0.9951288,0.013943400494752177,0.9586475,0.36685930414953166
135,0.9954644,0.013295638023321035,0.95590585,0.3731963835242722
136,0.99533665,0.013880011924355944,0.96138906,0.37738682728053796
137,0.9954081,0.013646737889605869,0.95887595,0.40533786539971417
138,0.99536914,0.013863065095822079,0.9597898,0.37470879022859865
139,0.9955791,0.0128392343594333,0.9593329,0.3987615141603682
140,0.9954471,0.013330477755540207,0.9591044,0.37349064076422817
141,0.9956051,0.013230934093072143,0.9625314,0.3436102888857325
142,0.99528474,0.013702259040422179,0.9629884,0.3539988554807173
143,0.9954471,0.01318329878497864,0.9607037,0.3164884934408797
144,0.995551,0.01293080264071207,0.9572767,0.38225861535304123
145,0.9954384,0.01369883545676482,0.9591044,0.42596364135129583
146,0.9954796,0.013334874444646599,0.9586475,0.4240984670403931
147,0.9957697,0.012783883368629354,0.9616175,0.37950756680220366
148,0.9954579,0.01334260785055626,0.95750517,0.34901148660315406
149,0.99556834,0.013283913123271098,0.9556774,0.37661346581040156
150,0.9955835,0.012822414405090186,0.9586475,0.36474319650895065
151,0.9955597,0.013022055899227563,0.951565,0.38238628675268654
152,0.9957567,0.012433736843702291,0.95590585,0.37989066406670546
153,0.9955878,0.013121266522989197,0.9641307,0.3510651615344816
154,0.99571335,0.01281176796901777,0.9522504,0.363860404274116
155,0.9957783,0.012445190002863949,0.9579621,0.43464171705353594
156,0.9955791,0.012909737769295252,0.9570482,0.3578741919870178
157,0.99566793,0.012803610956964605,0.9616175,0.3494712504131409
158,0.9956722,0.012921714931499458,0.9600183,0.33191844393786596
159,0.99555534,0.01261666785945938,0.95887595,0.34774914792635375
160,0.9955055,0.01322816924033462,0.9616175,0.32922516975344884
161,0.9957567,0.012552407736777065,0.958419,0.3392841149535444
162,0.99562246,0.012594542979092736,0.9570482,0.3473528213799
163,0.9957848,0.012427702756010453,0.9641307,0.35221206601191724
164,0.9959775,0.012159244967860092,0.9600183,0.3301457153995418
165,0.99570906,0.012855296561101421,0.95750517,0.35623044515442515
166,0.995774,0.012334056907027243,0.96435916,0.2607723385509517
167,0.99566144,0.012877939211661655,0.96093214,0.3222903489238686
168,0.9958281,0.01224294452988769,0.9600183,0.3982647495965163
169,0.9956982,0.012377224907395377,0.9611606,0.3502888871977727
170,0.9958563,0.012381660967386536,0.9579621,0.369912125584152
171,0.99583244,0.01232792569344437,0.9648161,0.39526505032295567
172,0.99592555,0.012004109187311204,0.9597898,0.3849828334318267
173,0.9959667,0.012215462038032697,0.9593329,0.3949738561382724
174,0.99587834,0.012180980634742985,0.96024674,0.35863404357547146
175,0.9958714,0.012424146238874681,0.95819056,0.43084793724119663
176,0.99582595,0.012496063388563156,0.9586475,0.33880431794871885
177,0.99607277,0.011808215865619044,0.961846,0.3791884360899631
178,0.9958844,0.01194368658175586,0.9607037,0.3538616958927984
179,0.99594504,0.01222014329688623,0.9629884,0.37506245813872535
180,0.9959082,0.011888613887474489,0.9593329,0.4100078105304779
181,0.9959818,0.012134846008045649,0.96435916,0.3688821229669783
182,0.9960078,0.012086227170489109,0.96207446,0.3607821622863412
183,0.9959212,0.011642222743334726,0.95522046,0.42536370433299453
184,0.9960273,0.011704223468904535,0.96138906,0.4113086032577687
185,0.9959558,0.012065483303583749,0.9586475,0.44142220034296364
