epoch,acc,loss,val_acc,val_loss
3,0.07307478040456772,19.779842376708984
3,0.0720490887761116,19.869537353515625,0.08293351531028748,15.258269309997559
4,0.164242684841156,12.411918640136719,0.1343385875225067,13.05557632446289
5,0.21404843032360077,10.742300987243652,0.17443454265594482,11.641766548156738
6,0.24753233790397644,9.760139465332031,0.22515422105789185,10.296656608581543
7,0.27331551909446716,9.083148956298828,0.25085675716400146,9.441240310668945
8,0.29478055238723755,8.552322387695312,0.22618231177330017,10.237784385681152
9,0.3131401836872101,8.109366416931152,0.2727895677089691,9.010050773620605
10,0.3295919597148895,7.724580764770508,0.27998629212379456,9.110234260559082
11,0.3428170382976532,7.423886775970459,0.3471556007862091,7.807436466217041
12,0.3555050790309906,7.145422458648682,0.2583961486816406,10.369428634643555
13,0.3670778274536133,6.881617069244385,0.3262508511543274,8.021871566772461
14,0.37722131609916687,6.67734432220459,0.4009595513343811,7.1568450927734375
15,0.3848852515220642,6.470727920532227,0.3070596158504486,8.474527359008789
16,0.3952799439430237,6.285791873931885,0.43865662813186646,6.370247840881348
17,0.40387073159217834,6.119431972503662,0.38450995087623596,7.052525043487549
18,0.4125005006790161,5.923756122589111,0.4318026006221771,6.198523998260498
19,0.4189733564853668,5.785531520843506,0.44893762469291687,6.192122459411621
20,0.4284585118293762,5.636383056640625,0.4616175591945648,6.079827308654785
21,0.432306706905365,5.519176006317139,0.46812885999679565,5.928506851196289
